Trade #,Bar Index,Type,Signal,Date/Time,Price USDT,Contracts,Profit USDT,Profit %,Cumulative profit USDT,Cumulative profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
1,22,Entry long,Long,2025-07-01T00:00:00+0000,107081.2,1,0,0.00,0,0.00,0,0.00,0,0.00
